,Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,강우감지,일사량,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
6038,1198,farm05,20211206,18주차,212.7958333,91.4579167,8.9245833,0.0,1340,0.0,6.0804167,16,2.5,6.0,85
6039,1198,farm05,20211207,18주차,230.545,92.0216667,8.9820833,0.0,991,0.0,6.05125,6,2.69,5.95,114
6040,1199,farm05,20211201,18주차,284.5936068,90.7983333,10.4638025,1.0,1173,0.0,5.8421739,12,2.82,5.51,106
6041,1199,farm05,20211202,18주차,280.9401565,91.1670245,10.416838,1.0,702,0.0,6.0413043,9,2.71,5.3,130
6042,1199,farm05,20211203,18주차,355.4227934,88.926064,10.5836093,1.0,663,0.0,5.8858824,9,2.75,5.32,112
6043,1199,farm05,20211204,18주차,274.027374,93.2795833,9.5509438,1.0,856,0.0,5.9082609,9,2.7,5.02,128
6044,1199,farm05,20211205,18주차,255.3636009,93.7437386,9.4229692,1.0,511,0.0,6.0534783,9,2.73,5.2,106
6045,1199,farm05,20211206,18주차,212.7958333,91.4579167,8.9245833,0.0,1340,0.0,6.0804167,16,2.5,6.0,85
6046,1199,farm05,20211207,18주차,230.545,92.0216667,8.9820833,0.0,991,0.0,6.05125,6,2.69,5.95,114
6047,1200,farm05,20211207,19주차,230.545,92.0216667,8.9820833,0.0,991,0.0,6.05125,6,2.69,5.95,114
6048,1200,farm05,20211208,19주차,246.1345833,93.55875,8.95125,1.0,714,0.0,6.0179167,10,2.77,5.0,115
6049,1200,farm05,20211209,19주차,259.1758333,95.57375,8.5629167,1.0,399,0.0,6.0404167,9,2.76,5.45,123
6050,1200,farm05,20211211,19주차,208.0385721,92.1470475,9.4582983,1.0,1128,0.0,6.1463636,10,2.87,5.53,47
6051,1200,farm05,20211212,19주차,188.7604167,91.7568,9.2710077,1.0,1091,0.0,6.08375,10,2.82,5.52,53
6052,1200,farm05,20211213,19주차,312.6338031,88.6606144,10.8159868,0.0,813,0.0,6.1393333,10,2.76,5.06,115
6053,1201,farm05,20211207,19주차,230.545,92.0216667,8.9820833,0.0,991,0.0,6.05125,6,2.69,5.95,114
6054,1201,farm05,20211208,19주차,246.1345833,93.55875,8.95125,1.0,714,0.0,6.0179167,10,2.77,5.0,115
6055,1201,farm05,20211209,19주차,259.1758333,95.57375,8.5629167,1.0,399,0.0,6.0404167,9,2.76,5.45,123
6056,1201,farm05,20211211,19주차,208.0385721,92.1470475,9.4582983,1.0,1128,0.0,6.1463636,10,2.87,5.53,47
6057,1201,farm05,20211212,19주차,188.7604167,91.7568,9.2710077,1.0,1091,0.0,6.08375,10,2.82,5.52,53
6058,1201,farm05,20211213,19주차,312.6338031,88.6606144,10.8159868,0.0,813,0.0,6.1393333,10,2.76,5.06,115
6059,1202,farm05,20211207,19주차,230.545,92.0216667,8.9820833,0.0,991,0.0,6.05125,6,2.69,5.95,114
6060,1202,farm05,20211208,19주차,246.1345833,93.55875,8.95125,1.0,714,0.0,6.0179167,10,2.77,5.0,115
6061,1202,farm05,20211209,19주차,259.1758333,95.57375,8.5629167,1.0,399,0.0,6.0404167,9,2.76,5.45,123
6062,1202,farm05,20211211,19주차,208.0385721,92.1470475,9.4582983,1.0,1128,0.0,6.1463636,10,2.87,5.53,47
6063,1202,farm05,20211212,19주차,188.7604167,91.7568,9.2710077,1.0,1091,0.0,6.08375,10,2.82,5.52,53
6064,1202,farm05,20211213,19주차,312.6338031,88.6606144,10.8159868,0.0,813,0.0,6.1393333,10,2.76,5.06,115
6065,1203,farm05,20211207,19주차,230.545,92.0216667,8.9820833,0.0,991,0.0,6.05125,6,2.69,5.95,114
6066,1203,farm05,20211208,19주차,246.1345833,93.55875,8.95125,1.0,714,0.0,6.0179167,10,2.77,5.0,115
6067,1203,farm05,20211209,19주차,259.1758333,95.57375,8.5629167,1.0,399,0.0,6.0404167,9,2.76,5.45,123
6068,1203,farm05,20211211,19주차,208.0385721,92.1470475,9.4582983,1.0,1128,0.0,6.1463636,10,2.87,5.53,47
6069,1203,farm05,20211212,19주차,188.7604167,91.7568,9.2710077,1.0,1091,0.0,6.08375,10,2.82,5.52,53
6070,1203,farm05,20211213,19주차,312.6338031,88.6606144,10.8159868,0.0,813,0.0,6.1393333,10,2.76,5.06,115
6071,1204,farm05,20211215,20주차,248.6370833,91.7097605,9.281249,0.0,1002,0.0,6.0795833,6,2.6,5.75,106
6072,1204,farm05,20211218,20주차,241.9660608,89.9838036,9.8628136,0.0,733,0.0,6.1536364,9,2.74,5.28,131
6073,1204,farm05,20211219,20주차,319.8387158,85.4416702,11.1538987,0.0,1275,0.0,5.9489474,15,2.52,6.2,87
6074,1204,farm05,20211220,20주차,262.5004458,90.3758184,11.0947376,0.0,1078,0.0,5.706875,10,2.86,5.52,62
6075,1204,farm05,20211221,20주차,240.3481057,92.2766883,9.8158415,0.0,644,0.0,5.9309524,9,2.77,5.39,106
6076,1205,farm05,20211215,20주차,248.6370833,91.7097605,9.281249,0.0,1002,0.0,6.0795833,6,2.6,5.75,106
6077,1205,farm05,20211218,20주차,241.9660608,89.9838036,9.8628136,0.0,733,0.0,6.1536364,9,2.74,5.28,131
6078,1205,farm05,20211219,20주차,319.8387158,85.4416702,11.1538987,0.0,1275,0.0,5.9489474,15,2.52,6.2,87
6079,1205,farm05,20211220,20주차,262.5004458,90.3758184,11.0947376,0.0,1078,0.0,5.706875,10,2.86,5.52,62
6080,1205,farm05,20211221,20주차,240.3481057,92.2766883,9.8158415,0.0,644,0.0,5.9309524,9,2.77,5.39,106
6081,1207,farm05,20211215,20주차,248.6370833,91.7097605,9.281249,0.0,1002,0.0,6.0795833,6,2.6,5.75,106
6082,1207,farm05,20211218,20주차,241.9660608,89.9838036,9.8628136,0.0,733,0.0,6.1536364,9,2.74,5.28,131
6083,1207,farm05,20211219,20주차,319.8387158,85.4416702,11.1538987,0.0,1275,0.0,5.9489474,15,2.52,6.2,87
6084,1207,farm05,20211220,20주차,262.5004458,90.3758184,11.0947376,0.0,1078,0.0,5.706875,10,2.86,5.52,62
6085,1207,farm05,20211221,20주차,240.3481057,92.2766883,9.8158415,0.0,644,0.0,5.9309524,9,2.77,5.39,106
6086,1208,farm05,20220104,23주차,194.9570833,93.8933333,8.5741667,1.0,707,0.0,6.0858333,4,2.53,5.55,82
6087,1208,farm05,20220105,23주차,174.2529167,91.58,8.6758333,1.0,766,0.0,6.1325,5,2.57,5.53,81
6088,1208,farm05,20220106,23주차,220.7042704,90.524242,9.7185665,1.0,826,0.0,6.0831818,6,2.69,5.99,91
6089,1208,farm05,20220107,23주차,213.3570575,83.6270914,10.9533946,1.0,1350,0.0,6.0358824,8,2.96,5.13,84
6090,1208,farm05,20220110,23주차,414.6785051,80.8655956,16.8167889,1.0,754,0.0,6.00125,7,2.4,5.34,73
6091,1209,farm05,20220104,23주차,194.9570833,93.8933333,8.5741667,1.0,707,0.0,6.0858333,4,2.53,5.55,82
6092,1209,farm05,20220105,23주차,174.2529167,91.58,8.6758333,1.0,766,0.0,6.1325,5,2.57,5.53,81
6093,1209,farm05,20220106,23주차,220.7042704,90.524242,9.7185665,1.0,826,0.0,6.0831818,6,2.69,5.99,91
6094,1209,farm05,20220107,23주차,213.3570575,83.6270914,10.9533946,1.0,1350,0.0,6.0358824,8,2.96,5.13,84
6095,1209,farm05,20220110,23주차,414.6785051,80.8655956,16.8167889,1.0,754,0.0,6.00125,7,2.4,5.34,73
6096,1210,farm05,20220104,23주차,194.9570833,93.8933333,8.5741667,1.0,707,0.0,6.0858333,4,2.53,5.55,82
6097,1210,farm05,20220105,23주차,174.2529167,91.58,8.6758333,1.0,766,0.0,6.1325,5,2.57,5.53,81
6098,1210,farm05,20220106,23주차,220.7042704,90.524242,9.7185665,1.0,826,0.0,6.0831818,6,2.69,5.99,91
6099,1210,farm05,20220107,23주차,213.3570575,83.6270914,10.9533946,1.0,1350,0.0,6.0358824,8,2.96,5.13,84
6100,1210,farm05,20220110,23주차,414.6785051,80.8655956,16.8167889,1.0,754,0.0,6.00125,7,2.4,5.34,73
6101,1211,farm05,20220104,23주차,194.9570833,93.8933333,8.5741667,1.0,707,0.0,6.0858333,4,2.53,5.55,82
6102,1211,farm05,20220105,23주차,174.2529167,91.58,8.6758333,1.0,766,0.0,6.1325,5,2.57,5.53,81
6103,1211,farm05,20220106,23주차,220.7042704,90.524242,9.7185665,1.0,826,0.0,6.0831818,6,2.69,5.99,91
6104,1211,farm05,20220107,23주차,213.3570575,83.6270914,10.9533946,1.0,1350,0.0,6.0358824,8,2.96,5.13,84
6105,1211,farm05,20220110,23주차,414.6785051,80.8655956,16.8167889,1.0,754,0.0,6.00125,7,2.4,5.34,73
6106,1213,farm05,20220112,24주차,268.2012598,84.8881356,10.4633917,1.0,1180,0.0,6.0790909,12,2.91,5.7,66
6107,1213,farm05,20220114,24주차,281.7816488,84.7872202,9.7302103,1.0,1279,0.0,6.0190909,9,2.95,4.94,89
6108,1213,farm05,20220115,24주차,267.575053,90.9667985,12.6962981,1.0,795,0.0,5.8285714,6,2.65,5.78,85
6109,1213,farm05,20220116,24주차,245.518733,85.259251,10.824314,1.0,616,0.0,5.9634783,4,2.61,5.65,83
6110,1213,farm05,20220117,24주차,245.1891667,91.3029167,9.2133333,1.0,811,0.0,5.9133333,6,2.69,5.92,89
6111,1213,farm05,20220118,24주차,254.4090996,95.6470833,8.7204167,1.0,328,0.0,6.02875,5,2.61,5.6,90
6112,1214,farm05,20220112,24주차,268.2012598,84.8881356,10.4633917,1.0,1180,0.0,6.0790909,12,2.91,5.7,66
6113,1214,farm05,20220114,24주차,281.7816488,84.7872202,9.7302103,1.0,1279,0.0,6.0190909,9,2.95,4.94,89
6114,1214,farm05,20220115,24주차,267.575053,90.9667985,12.6962981,1.0,795,0.0,5.8285714,6,2.65,5.78,85
6115,1214,farm05,20220116,24주차,245.518733,85.259251,10.824314,1.0,616,0.0,5.9634783,4,2.61,5.65,83
6116,1214,farm05,20220117,24주차,245.1891667,91.3029167,9.2133333,1.0,811,0.0,5.9133333,6,2.69,5.92,89
6117,1214,farm05,20220118,24주차,254.4090996,95.6470833,8.7204167,1.0,328,0.0,6.02875,5,2.61,5.6,90
6118,1216,farm05,20220118,25주차,254.4090996,95.6470833,8.7204167,1.0,328,0.0,6.02875,5,2.61,5.6,90
6119,1216,farm05,20220121,25주차,260.208854,81.9358895,10.9290487,1.0,1402,0.0,5.9166667,9,2.69,5.67,84
6120,1216,farm05,20220122,25주차,239.6950463,88.7191667,9.3296924,0.0,1263,0.0,6.0286364,14,2.89,5.75,72
6121,1216,farm05,20220123,25주차,270.0943769,83.187074,9.9746478,0.0,1410,0.0,5.8804545,8,2.94,5.37,90
6122,1216,farm05,20220124,25주차,226.9228591,82.9796152,9.8424543,1.0,1600,0.0,5.9681818,7,2.82,4.84,79
6123,1217,farm05,20220118,25주차,254.4090996,95.6470833,8.7204167,1.0,328,0.0,6.02875,5,2.61,5.6,90
6124,1217,farm05,20220121,25주차,260.208854,81.9358895,10.9290487,1.0,1402,0.0,5.9166667,9,2.69,5.67,84
6125,1217,farm05,20220122,25주차,239.6950463,88.7191667,9.3296924,0.0,1263,0.0,6.0286364,14,2.89,5.75,72
6126,1217,farm05,20220123,25주차,270.0943769,83.187074,9.9746478,0.0,1410,0.0,5.8804545,8,2.94,5.37,90
6127,1217,farm05,20220124,25주차,226.9228591,82.9796152,9.8424543,1.0,1600,0.0,5.9681818,7,2.82,4.84,79
6128,1218,farm05,20220118,25주차,254.4090996,95.6470833,8.7204167,1.0,328,0.0,6.02875,5,2.61,5.6,90
6129,1218,farm05,20220121,25주차,260.208854,81.9358895,10.9290487,1.0,1402,0.0,5.9166667,9,2.69,5.67,84
6130,1218,farm05,20220122,25주차,239.6950463,88.7191667,9.3296924,0.0,1263,0.0,6.0286364,14,2.89,5.75,72
6131,1218,farm05,20220123,25주차,270.0943769,83.187074,9.9746478,0.0,1410,0.0,5.8804545,8,2.94,5.37,90
6132,1218,farm05,20220124,25주차,226.9228591,82.9796152,9.8424543,1.0,1600,0.0,5.9681818,7,2.82,4.84,79
6133,1220,farm05,20220126,26주차,229.46,86.3572201,10.9429838,0.0,1276,0.0,5.8990909,13,2.83,5.59,77
6134,1220,farm05,20220127,26주차,321.97791,77.0378382,12.5411572,0.0,1434,0.0,5.9458824,8,2.74,4.83,109
6135,1220,farm05,20220128,26주차,249.883031,86.7102946,9.6641071,1.0,1267,0.0,5.8133333,14,2.95,5.65,77
6136,1220,farm05,20220129,26주차,244.3341767,87.027614,10.5115123,1.0,1321,0.0,5.8728571,12,2.83,5.6,78
6137,1220,farm05,20220130,26주차,315.0767992,87.7497744,11.7491978,1.0,974,0.0,5.9789474,10,2.82,5.66,70
6138,1220,farm05,20220131,26주차,255.0929127,83.8629959,10.1793208,1.0,568,0.0,6.2738095,4,2.53,5.5,95
6139,1220,farm05,20220201,26주차,303.0836037,82.2826624,10.3410282,0.0,1502,0.0,5.8589474,7,2.68,5.54,85
6140,1221,farm05,20220126,26주차,229.46,86.3572201,10.9429838,0.0,1276,0.0,5.8990909,13,2.83,5.59,77
6141,1221,farm05,20220127,26주차,321.97791,77.0378382,12.5411572,0.0,1434,0.0,5.9458824,8,2.74,4.83,109
6142,1221,farm05,20220128,26주차,249.883031,86.7102946,9.6641071,1.0,1267,0.0,5.8133333,14,2.95,5.65,77
6143,1221,farm05,20220129,26주차,244.3341767,87.027614,10.5115123,1.0,1321,0.0,5.8728571,12,2.83,5.6,78
6144,1221,farm05,20220130,26주차,315.0767992,87.7497744,11.7491978,1.0,974,0.0,5.9789474,10,2.82,5.66,70
6145,1221,farm05,20220131,26주차,255.0929127,83.8629959,10.1793208,1.0,568,0.0,6.2738095,4,2.53,5.5,95
6146,1221,farm05,20220201,26주차,303.0836037,82.2826624,10.3410282,0.0,1502,0.0,5.8589474,7,2.68,5.54,85
6147,1222,farm05,20220126,26주차,229.46,86.3572201,10.9429838,0.0,1276,0.0,5.8990909,13,2.83,5.59,77
6148,1222,farm05,20220127,26주차,321.97791,77.0378382,12.5411572,0.0,1434,0.0,5.9458824,8,2.74,4.83,109
6149,1222,farm05,20220128,26주차,249.883031,86.7102946,9.6641071,1.0,1267,0.0,5.8133333,14,2.95,5.65,77
6150,1222,farm05,20220129,26주차,244.3341767,87.027614,10.5115123,1.0,1321,0.0,5.8728571,12,2.83,5.6,78
6151,1222,farm05,20220130,26주차,315.0767992,87.7497744,11.7491978,1.0,974,0.0,5.9789474,10,2.82,5.66,70
6152,1222,farm05,20220131,26주차,255.0929127,83.8629959,10.1793208,1.0,568,0.0,6.2738095,4,2.53,5.5,95
6153,1222,farm05,20220201,26주차,303.0836037,82.2826624,10.3410282,0.0,1502,0.0,5.8589474,7,2.68,5.54,85
6154,1224,farm05,20220201,27주차,303.0836037,82.2826624,10.3410282,0.0,1502,0.0,5.8589474,7,2.68,5.54,85
6155,1224,farm05,20220202,27주차,230.5408333,88.64125,9.9075,1.0,1185,0.0,5.7804167,12,2.81,5.57,66
6156,1224,farm05,20220203,27주차,242.8420833,86.5379167,9.9025,0.0,1644,0.0,5.7033333,12,2.9,5.74,68
6157,1224,farm05,20220204,27주차,252.7804167,84.8475,9.89125,1.0,1636,0.0,5.8729167,12,2.94,5.74,70
6158,1224,farm05,20220205,27주차,265.6058333,85.2283333,10.2008333,0.0,1615,0.0,5.6225,12,2.81,5.68,78
6159,1224,farm05,20220206,27주차,262.8141667,90.4116667,10.4179167,0.3470833,1172,0.0,5.5908333,11,2.95,5.6,76
6160,1224,farm05,20220207,27주차,260.785,89.84875,10.16375,1.0,1184,0.0,5.6254167,12,2.96,5.56,71
6161,1228,farm05,20220208,28주차,227.0166667,92.8795833,9.2441667,1.0,1120,0.0,5.9008333,12,2.97,5.72,69
6162,1228,farm05,20220209,28주차,199.9908333,92.6329167,9.0658333,1.0,1144,0.0,6.01625,14,2.9,5.56,67
6163,1228,farm05,20220212,28주차,244.6179167,94.2304167,8.9041667,1.0,790,0.0,5.9466667,6,2.69,5.84,91
6164,1228,farm05,20220213,28주차,222.7870833,89.5145833,9.3254167,1.0,1730,0.0,5.8508333,12,2.91,5.69,67
6165,1228,farm05,20220214,28주차,223.0129167,89.6075,9.3645833,1.0,1494,0.0,6.045,14,2.82,5.64,78
6166,1229,farm05,20220208,28주차,227.0166667,92.8795833,9.2441667,1.0,1120,0.0,5.9008333,12,2.97,5.72,69
6167,1229,farm05,20220209,28주차,199.9908333,92.6329167,9.0658333,1.0,1144,0.0,6.01625,14,2.9,5.56,67
6168,1229,farm05,20220212,28주차,244.6179167,94.2304167,8.9041667,1.0,790,0.0,5.9466667,6,2.69,5.84,91
6169,1229,farm05,20220213,28주차,222.7870833,89.5145833,9.3254167,1.0,1730,0.0,5.8508333,12,2.91,5.69,67
6170,1229,farm05,20220214,28주차,223.0129167,89.6075,9.3645833,1.0,1494,0.0,6.045,14,2.82,5.64,78
6171,1230,farm05,20220208,28주차,227.0166667,92.8795833,9.2441667,1.0,1120,0.0,5.9008333,12,2.97,5.72,69
6172,1230,farm05,20220209,28주차,199.9908333,92.6329167,9.0658333,1.0,1144,0.0,6.01625,14,2.9,5.56,67
6173,1230,farm05,20220212,28주차,244.6179167,94.2304167,8.9041667,1.0,790,0.0,5.9466667,6,2.69,5.84,91
6174,1230,farm05,20220213,28주차,222.7870833,89.5145833,9.3254167,1.0,1730,0.0,5.8508333,12,2.91,5.69,67
6175,1230,farm05,20220214,28주차,223.0129167,89.6075,9.3645833,1.0,1494,0.0,6.045,14,2.82,5.64,78
6176,1231,farm05,20220208,28주차,227.0166667,92.8795833,9.2441667,1.0,1120,0.0,5.9008333,12,2.97,5.72,69
6177,1231,farm05,20220209,28주차,199.9908333,92.6329167,9.0658333,1.0,1144,0.0,6.01625,14,2.9,5.56,67
6178,1231,farm05,20220212,28주차,244.6179167,94.2304167,8.9041667,1.0,790,0.0,5.9466667,6,2.69,5.84,91
6179,1231,farm05,20220213,28주차,222.7870833,89.5145833,9.3254167,1.0,1730,0.0,5.8508333,12,2.91,5.69,67
6180,1231,farm05,20220214,28주차,223.0129167,89.6075,9.3645833,1.0,1494,0.0,6.045,14,2.82,5.64,78
6181,1232,farm05,20220215,29주차,229.0716667,86.81125,9.3925,1.0,1787,0.0,6.0879167,11,2.95,5.63,67
6182,1232,farm05,20220216,29주차,233.3983333,87.8854167,9.1245833,1.0,1642,0.0,6.13875,12,2.98,5.59,73
6183,1232,farm05,20220217,29주차,226.9608333,87.185,9.1333333,1.0,1600,0.0,6.24625,14,2.95,5.55,74
6184,1232,farm05,20220218,29주차,236.74625,84.7404167,9.8804167,1.0,1838,0.0,6.0095833,7,2.8,5.13,83
6185,1232,farm05,20220219,29주차,247.0375,85.6766667,10.175,1.0,1832,0.0,5.9491667,12,2.82,5.72,67
6186,1232,farm05,20220220,29주차,236.90125,82.1566667,10.1420833,1.0,2047,0.0,5.7916667,8,2.69,5.75,86
6187,1232,farm05,20220221,29주차,225.0695833,95.2258333,10.0608333,1.0,1617,0.0,5.79125,11,2.91,5.52,66
6188,1234,farm05,20220215,29주차,229.0716667,86.81125,9.3925,1.0,1787,0.0,6.0879167,11,2.95,5.63,67
6189,1234,farm05,20220216,29주차,233.3983333,87.8854167,9.1245833,1.0,1642,0.0,6.13875,12,2.98,5.59,73
6190,1234,farm05,20220217,29주차,226.9608333,87.185,9.1333333,1.0,1600,0.0,6.24625,14,2.95,5.55,74
6191,1234,farm05,20220218,29주차,236.74625,84.7404167,9.8804167,1.0,1838,0.0,6.0095833,7,2.8,5.13,83
6192,1234,farm05,20220219,29주차,247.0375,85.6766667,10.175,1.0,1832,0.0,5.9491667,12,2.82,5.72,67
6193,1234,farm05,20220220,29주차,236.90125,82.1566667,10.1420833,1.0,2047,0.0,5.7916667,8,2.69,5.75,86
6194,1234,farm05,20220221,29주차,225.0695833,95.2258333,10.0608333,1.0,1617,0.0,5.79125,11,2.91,5.52,66
6195,1235,farm05,20220215,29주차,229.0716667,86.81125,9.3925,1.0,1787,0.0,6.0879167,11,2.95,5.63,67
6196,1235,farm05,20220216,29주차,233.3983333,87.8854167,9.1245833,1.0,1642,0.0,6.13875,12,2.98,5.59,73
6197,1235,farm05,20220217,29주차,226.9608333,87.185,9.1333333,1.0,1600,0.0,6.24625,14,2.95,5.55,74
6198,1235,farm05,20220218,29주차,236.74625,84.7404167,9.8804167,1.0,1838,0.0,6.0095833,7,2.8,5.13,83
6199,1235,farm05,20220219,29주차,247.0375,85.6766667,10.175,1.0,1832,0.0,5.9491667,12,2.82,5.72,67
6200,1235,farm05,20220220,29주차,236.90125,82.1566667,10.1420833,1.0,2047,0.0,5.7916667,8,2.69,5.75,86
6201,1235,farm05,20220221,29주차,225.0695833,95.2258333,10.0608333,1.0,1617,0.0,5.79125,11,2.91,5.52,66
6202,1236,farm05,20220301,31주차,267.8307996,73.0232832,17.0190198,0.0,1852,0.0,5.7085714,19,2.23,4.57,83
6203,1236,farm05,20220302,31주차,236.6990614,62.2565279,14.7843029,0.0,1944,0.0,5.4657895,17,2.25,5.11,84
6204,1236,farm05,20220303,31주차,215.1575603,62.7568021,15.4998079,0.0,1804,0.0,4.9264706,21,2.28,4.33,79
6205,1236,farm05,20220306,31주차,212.4991667,91.6545833,10.71,1.0,196,0.0,5.7595833,10,2.68,5.7,94
6206,1236,farm05,20220307,31주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6207,1237,farm05,20220301,31주차,267.8307996,73.0232832,17.0190198,0.0,1852,0.0,5.7085714,19,2.23,4.57,83
6208,1237,farm05,20220302,31주차,236.6990614,62.2565279,14.7843029,0.0,1944,0.0,5.4657895,17,2.25,5.11,84
6209,1237,farm05,20220303,31주차,215.1575603,62.7568021,15.4998079,0.0,1804,0.0,4.9264706,21,2.28,4.33,79
6210,1237,farm05,20220306,31주차,212.4991667,91.6545833,10.71,1.0,196,0.0,5.7595833,10,2.68,5.7,94
6211,1237,farm05,20220307,31주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6212,1238,farm05,20220301,31주차,267.8307996,73.0232832,17.0190198,0.0,1852,0.0,5.7085714,19,2.23,4.57,83
6213,1238,farm05,20220302,31주차,236.6990614,62.2565279,14.7843029,0.0,1944,0.0,5.4657895,17,2.25,5.11,84
6214,1238,farm05,20220303,31주차,215.1575603,62.7568021,15.4998079,0.0,1804,0.0,4.9264706,21,2.28,4.33,79
6215,1238,farm05,20220306,31주차,212.4991667,91.6545833,10.71,1.0,196,0.0,5.7595833,10,2.68,5.7,94
6216,1238,farm05,20220307,31주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6217,1239,farm05,20220301,31주차,267.8307996,73.0232832,17.0190198,0.0,1852,0.0,5.7085714,19,2.23,4.57,83
6218,1239,farm05,20220302,31주차,236.6990614,62.2565279,14.7843029,0.0,1944,0.0,5.4657895,17,2.25,5.11,84
6219,1239,farm05,20220303,31주차,215.1575603,62.7568021,15.4998079,0.0,1804,0.0,4.9264706,21,2.28,4.33,79
6220,1239,farm05,20220306,31주차,212.4991667,91.6545833,10.71,1.0,196,0.0,5.7595833,10,2.68,5.7,94
6221,1239,farm05,20220307,31주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6222,1240,farm05,20220307,32주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6223,1240,farm05,20220309,32주차,210.6175,61.9675,13.67875,1.0,2092,0.0,4.95875,18,2.24,4.81,80
6224,1240,farm05,20220310,32주차,213.0754167,78.8358333,9.6975,1.0,350,0.0,5.8375,10,2.65,5.66,99
6225,1240,farm05,20220311,32주차,203.12,84.26,9.0475,1.0,443,0.0,6.41375,8,2.67,5.67,89
6226,1240,farm05,20220312,32주차,191.6529167,87.0275,7.7591667,1.0,348,0.0,6.6458333,10,2.65,5.58,90
6227,1240,farm05,20220313,32주차,199.9558333,74.8379167,9.02375,0.0,869,0.0,6.2833333,10,2.67,5.64,89
6228,1241,farm05,20220307,32주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6229,1241,farm05,20220309,32주차,210.6175,61.9675,13.67875,1.0,2092,0.0,4.95875,18,2.24,4.81,80
6230,1241,farm05,20220310,32주차,213.0754167,78.8358333,9.6975,1.0,350,0.0,5.8375,10,2.65,5.66,99
6231,1241,farm05,20220311,32주차,203.12,84.26,9.0475,1.0,443,0.0,6.41375,8,2.67,5.67,89
6232,1241,farm05,20220312,32주차,191.6529167,87.0275,7.7591667,1.0,348,0.0,6.6458333,10,2.65,5.58,90
6233,1241,farm05,20220313,32주차,199.9558333,74.8379167,9.02375,0.0,869,0.0,6.2833333,10,2.67,5.64,89
6234,1242,farm05,20220307,32주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6235,1242,farm05,20220309,32주차,210.6175,61.9675,13.67875,1.0,2092,0.0,4.95875,18,2.24,4.81,80
6236,1242,farm05,20220310,32주차,213.0754167,78.8358333,9.6975,1.0,350,0.0,5.8375,10,2.65,5.66,99
6237,1242,farm05,20220311,32주차,203.12,84.26,9.0475,1.0,443,0.0,6.41375,8,2.67,5.67,89
6238,1242,farm05,20220312,32주차,191.6529167,87.0275,7.7591667,1.0,348,0.0,6.6458333,10,2.65,5.58,90
6239,1242,farm05,20220313,32주차,199.9558333,74.8379167,9.02375,0.0,869,0.0,6.2833333,10,2.67,5.64,89
6240,1243,farm05,20220307,32주차,213.6654167,91.0783333,10.13,1.0,247,0.0,6.0,10,2.68,5.73,96
6241,1243,farm05,20220309,32주차,210.6175,61.9675,13.67875,1.0,2092,0.0,4.95875,18,2.24,4.81,80
6242,1243,farm05,20220310,32주차,213.0754167,78.8358333,9.6975,1.0,350,0.0,5.8375,10,2.65,5.66,99
6243,1243,farm05,20220311,32주차,203.12,84.26,9.0475,1.0,443,0.0,6.41375,8,2.67,5.67,89
6244,1243,farm05,20220312,32주차,191.6529167,87.0275,7.7591667,1.0,348,0.0,6.6458333,10,2.65,5.58,90
