Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,일사량,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
982,farm27,20190427,46,463.2329167,83.3954167,23.4883333,2131,14,2.68,4.91,97
982,farm27,20190428,46,450.03625,82.8416667,23.7620833,2479,14,2.69,4.24,95
983,farm27,20190422,46,381.9779167,95.0966667,17.6825,172,9,2.68,5.69,97
983,farm27,20190423,46,404.5629167,91.07875,20.6566667,1483,14,2.8,5.73,100
983,farm27,20190424,46,429.7495833,88.0679167,23.6795833,2113,15,2.68,5.01,86
983,farm27,20190425,46,444.44375,85.705,24.3429167,2634,15,2.68,4.12,91
983,farm27,20190426,46,462.7704167,86.05875,25.2075,2576,14,2.68,4.98,93
983,farm27,20190427,46,463.2329167,83.3954167,23.4883333,2131,14,2.68,4.91,97
983,farm27,20190428,46,450.03625,82.8416667,23.7620833,2479,14,2.69,4.24,95
984,farm27,20220106,1,488.375397,73.8713071,17.1576806,656,9,2.25,5.19,91
984,farm27,20220107,1,457.5477133,71.3542249,17.3736503,1033,9,2.74,4.87,120
984,farm27,20220109,1,462.2847655,72.9737041,15.3570811,751,8,2.4,5.16,91
984,farm27,20220110,1,623.121663,76.3400624,19.0476423,720,8,2.32,4.93,88
984,farm27,20220111,1,513.3070833,72.5179968,20.06375,1034,9,2.79,4.78,125
984,farm27,20220112,1,507.7100762,69.7099479,22.264675,915,6,2.53,5.5,89
987,farm27,20220106,1,488.375397,73.8713071,17.1576806,656,9,2.25,5.19,91
987,farm27,20220107,1,457.5477133,71.3542249,17.3736503,1033,9,2.74,4.87,120
987,farm27,20220109,1,462.2847655,72.9737041,15.3570811,751,8,2.4,5.16,91
987,farm27,20220110,1,623.121663,76.3400624,19.0476423,720,8,2.32,4.93,88
987,farm27,20220111,1,513.3070833,72.5179968,20.06375,1034,9,2.79,4.78,125
987,farm27,20220112,1,507.7100762,69.7099479,22.264675,915,6,2.53,5.5,89
988,farm27,20220124,3,436.0300753,66.3690784,22.3359265,1161,9,2.79,5.45,102
988,farm27,20220125,3,447.1314904,72.4562212,20.4064876,709,7,2.49,4.89,86
988,farm27,20220126,3,442.266008,72.3658333,21.5952902,993,7,2.8,5.3,104
988,farm27,20220127,3,446.768476,69.0114053,21.3922806,1219,7,2.73,4.85,118
988,farm27,20220128,3,461.7692284,71.6115554,21.5705857,822,6,2.96,5.5,99
988,farm27,20220129,3,447.564831,73.6852319,20.067183,736,8,2.43,5.38,80
988,farm27,20220130,3,446.0961809,74.7347894,21.2586411,896,6,2.62,5.5,85
989,farm27,20220124,3,436.0300753,66.3690784,22.3359265,1161,9,2.79,5.45,102
989,farm27,20220125,3,447.1314904,72.4562212,20.4064876,709,7,2.49,4.89,86
989,farm27,20220126,3,442.266008,72.3658333,21.5952902,993,7,2.8,5.3,104
989,farm27,20220127,3,446.768476,69.0114053,21.3922806,1219,7,2.73,4.85,118
989,farm27,20220128,3,461.7692284,71.6115554,21.5705857,822,6,2.96,5.5,99
989,farm27,20220129,3,447.564831,73.6852319,20.067183,736,8,2.43,5.38,80
989,farm27,20220130,3,446.0961809,74.7347894,21.2586411,896,6,2.62,5.5,85
990,farm27,20220124,3,436.0300753,66.3690784,22.3359265,1161,9,2.79,5.45,102
990,farm27,20220125,3,447.1314904,72.4562212,20.4064876,709,7,2.49,4.89,86
990,farm27,20220126,3,442.266008,72.3658333,21.5952902,993,7,2.8,5.3,104
990,farm27,20220127,3,446.768476,69.0114053,21.3922806,1219,7,2.73,4.85,118
990,farm27,20220128,3,461.7692284,71.6115554,21.5705857,822,6,2.96,5.5,99
990,farm27,20220129,3,447.564831,73.6852319,20.067183,736,8,2.43,5.38,80
990,farm27,20220130,3,446.0961809,74.7347894,21.2586411,896,6,2.62,5.5,85
991,farm27,20220124,3,436.0300753,66.3690784,22.3359265,1161,9,2.79,5.45,102
991,farm27,20220125,3,447.1314904,72.4562212,20.4064876,709,7,2.49,4.89,86
991,farm27,20220126,3,442.266008,72.3658333,21.5952902,993,7,2.8,5.3,104
991,farm27,20220127,3,446.768476,69.0114053,21.3922806,1219,7,2.73,4.85,118
991,farm27,20220128,3,461.7692284,71.6115554,21.5705857,822,6,2.96,5.5,99
991,farm27,20220129,3,447.564831,73.6852319,20.067183,736,8,2.43,5.38,80
991,farm27,20220130,3,446.0961809,74.7347894,21.2586411,896,6,2.62,5.5,85
992,farm27,20220224,7,370.5091667,86.1008333,24.2016667,1518,13,2.73,5.7,96
992,farm27,20220225,7,403.82875,88.0604167,21.9875,1344,13,2.78,5.67,87
992,farm27,20220226,7,380.2224852,85.6961023,21.3930295,1702,15,2.66,5.22,99
992,farm27,20220227,7,393.5754599,78.9778303,21.3111868,1658,13,2.64,5.13,98
992,farm27,20220228,7,366.421718,79.2271686,22.4085797,1487,15,2.79,5.69,93
992,farm27,20220301,7,336.6475619,75.7290427,22.4352993,1723,15,2.69,4.57,91
992,farm27,20220302,7,394.3361324,74.841124,21.8412388,1777,15,2.66,5.24,90
993,farm27,20220224,7,370.5091667,86.1008333,24.2016667,1518,13,2.73,5.7,96
993,farm27,20220225,7,403.82875,88.0604167,21.9875,1344,13,2.78,5.67,87
993,farm27,20220226,7,380.2224852,85.6961023,21.3930295,1702,15,2.66,5.22,99
993,farm27,20220227,7,393.5754599,78.9778303,21.3111868,1658,13,2.64,5.13,98
993,farm27,20220228,7,366.421718,79.2271686,22.4085797,1487,15,2.79,5.69,93
993,farm27,20220301,7,336.6475619,75.7290427,22.4352993,1723,15,2.69,4.57,91
993,farm27,20220302,7,394.3361324,74.841124,21.8412388,1777,15,2.66,5.24,90
994,farm27,20220224,7,370.5091667,86.1008333,24.2016667,1518,13,2.73,5.7,96
994,farm27,20220225,7,403.82875,88.0604167,21.9875,1344,13,2.78,5.67,87
994,farm27,20220226,7,380.2224852,85.6961023,21.3930295,1702,15,2.66,5.22,99
994,farm27,20220227,7,393.5754599,78.9778303,21.3111868,1658,13,2.64,5.13,98
994,farm27,20220228,7,366.421718,79.2271686,22.4085797,1487,15,2.79,5.69,93
994,farm27,20220301,7,336.6475619,75.7290427,22.4352993,1723,15,2.69,4.57,91
994,farm27,20220302,7,394.3361324,74.841124,21.8412388,1777,15,2.66,5.24,90
995,farm27,20220224,7,370.5091667,86.1008333,24.2016667,1518,13,2.73,5.7,96
995,farm27,20220225,7,403.82875,88.0604167,21.9875,1344,13,2.78,5.67,87
995,farm27,20220226,7,380.2224852,85.6961023,21.3930295,1702,15,2.66,5.22,99
995,farm27,20220227,7,393.5754599,78.9778303,21.3111868,1658,13,2.64,5.13,98
995,farm27,20220228,7,366.421718,79.2271686,22.4085797,1487,15,2.79,5.69,93
995,farm27,20220301,7,336.6475619,75.7290427,22.4352993,1723,15,2.69,4.57,91
995,farm27,20220302,7,394.3361324,74.841124,21.8412388,1777,15,2.66,5.24,90
996,farm27,20220324,11,296.25,93.0683333,20.9304167,1125,10,2.65,5.64,92
996,farm27,20220326,11,384.4166667,89.3470833,22.7491667,2199,14,2.65,5.24,90
996,farm27,20220327,11,384.0833333,87.625,22.63875,2225,13,2.67,4.61,86
996,farm27,20220328,11,415.25,84.7225,22.63875,2286,14,2.68,4.19,96
996,farm27,20220329,11,404.5416667,86.8758333,21.62375,1774,14,2.68,5.05,96
996,farm27,20220330,11,428.2083333,87.6108333,22.5704167,2057,15,2.68,4.98,87
998,farm27,20220324,11,296.25,93.0683333,20.9304167,1125,10,2.65,5.64,92
998,farm27,20220326,11,384.4166667,89.3470833,22.7491667,2199,14,2.65,5.24,90
998,farm27,20220327,11,384.0833333,87.625,22.63875,2225,13,2.67,4.61,86
998,farm27,20220328,11,415.25,84.7225,22.63875,2286,14,2.68,4.19,96
998,farm27,20220329,11,404.5416667,86.8758333,21.62375,1774,14,2.68,5.05,96
998,farm27,20220330,11,428.2083333,87.6108333,22.5704167,2057,15,2.68,4.98,87
999,farm27,20220324,11,296.25,93.0683333,20.9304167,1125,10,2.65,5.64,92
999,farm27,20220326,11,384.4166667,89.3470833,22.7491667,2199,14,2.65,5.24,90
999,farm27,20220327,11,384.0833333,87.625,22.63875,2225,13,2.67,4.61,86
999,farm27,20220328,11,415.25,84.7225,22.63875,2286,14,2.68,4.19,96
999,farm27,20220329,11,404.5416667,86.8758333,21.62375,1774,14,2.68,5.05,96
999,farm27,20220330,11,428.2083333,87.6108333,22.5704167,2057,15,2.68,4.98,87
1001,farm06,20180930,10,518.14625,99.4116667,21.7333333,1720,9,2.25,5.65,88
1001,farm06,20181001,10,533.1929167,99.4754167,20.68625,1791,10,2.33,5.63,90
1001,farm06,20181002,10,562.0854167,99.4125,18.8495833,616,12,2.72,5.48,62
1001,farm06,20181003,10,546.7454167,99.465,18.6833333,1214,14,2.84,5.52,79
1001,farm06,20181004,10,542.5229167,99.585,17.78375,1544,10,2.37,5.65,86
1001,farm06,20181005,10,552.4383333,99.6408333,17.1108333,1650,10,2.44,5.95,84
1001,farm06,20181006,10,560.98125,99.6433333,17.9054167,1705,9,2.26,5.84,88
1002,farm06,20180930,10,518.14625,99.4116667,21.7333333,1720,9,2.25,5.65,88
1002,farm06,20181001,10,533.1929167,99.4754167,20.68625,1791,10,2.33,5.63,90
1002,farm06,20181002,10,562.0854167,99.4125,18.8495833,616,12,2.72,5.48,62
1002,farm06,20181003,10,546.7454167,99.465,18.6833333,1214,14,2.84,5.52,79
1002,farm06,20181004,10,542.5229167,99.585,17.78375,1544,10,2.37,5.65,86
1002,farm06,20181005,10,552.4383333,99.6408333,17.1108333,1650,10,2.44,5.95,84
1002,farm06,20181006,10,560.98125,99.6433333,17.9054167,1705,9,2.26,5.84,88
1003,farm06,20180930,10,518.14625,99.4116667,21.7333333,1720,9,2.25,5.65,88
1003,farm06,20181001,10,533.1929167,99.4754167,20.68625,1791,10,2.33,5.63,90
1003,farm06,20181002,10,562.0854167,99.4125,18.8495833,616,12,2.72,5.48,62
1003,farm06,20181003,10,546.7454167,99.465,18.6833333,1214,14,2.84,5.52,79
1003,farm06,20181004,10,542.5229167,99.585,17.78375,1544,10,2.37,5.65,86
1003,farm06,20181005,10,552.4383333,99.6408333,17.1108333,1650,10,2.44,5.95,84
1003,farm06,20181006,10,560.98125,99.6433333,17.9054167,1705,9,2.26,5.84,88
1004,farm06,20181003,11,546.7454167,99.465,18.6833333,1214,14,2.84,5.52,79
1004,farm06,20181004,11,542.5229167,99.585,17.78375,1544,10,2.37,5.65,86
1004,farm06,20181005,11,552.4383333,99.6408333,17.1108333,1650,10,2.44,5.95,84
1004,farm06,20181006,11,560.98125,99.6433333,17.9054167,1705,9,2.26,5.84,88
1004,farm06,20181007,11,563.6433333,99.47875,20.07875,1267,14,2.84,5.52,78
1004,farm06,20181008,11,579.7070833,99.5008333,19.985,1564,9,2.32,5.82,90
1004,farm06,20181009,11,586.53875,99.4629167,16.9283333,542,13,2.62,5.43,66
1006,farm06,20181003,11,546.7454167,99.465,18.6833333,1214,14,2.84,5.52,79
1006,farm06,20181004,11,542.5229167,99.585,17.78375,1544,10,2.37,5.65,86
1006,farm06,20181005,11,552.4383333,99.6408333,17.1108333,1650,10,2.44,5.95,84
1006,farm06,20181006,11,560.98125,99.6433333,17.9054167,1705,9,2.26,5.84,88
1006,farm06,20181007,11,563.6433333,99.47875,20.07875,1267,14,2.84,5.52,78
1006,farm06,20181008,11,579.7070833,99.5008333,19.985,1564,9,2.32,5.82,90
1006,farm06,20181009,11,586.53875,99.4629167,16.9283333,542,13,2.62,5.43,66
1007,farm06,20181003,11,546.7454167,99.465,18.6833333,1214,14,2.84,5.52,79
1007,farm06,20181004,11,542.5229167,99.585,17.78375,1544,10,2.37,5.65,86
1007,farm06,20181005,11,552.4383333,99.6408333,17.1108333,1650,10,2.44,5.95,84
1007,farm06,20181006,11,560.98125,99.6433333,17.9054167,1705,9,2.26,5.84,88
1007,farm06,20181007,11,563.6433333,99.47875,20.07875,1267,14,2.84,5.52,78
1007,farm06,20181008,11,579.7070833,99.5008333,19.985,1564,9,2.32,5.82,90
1007,farm06,20181009,11,586.53875,99.4629167,16.9283333,542,13,2.62,5.43,66
1008,farm06,20181009,12,586.53875,99.4629167,16.9283333,542,13,2.62,5.43,66
1008,farm06,20181010,12,564.0429167,99.5720833,18.1191667,1518,11,2.32,5.88,87
1008,farm06,20181011,12,566.7158333,99.5616667,17.6216667,1612,10,2.22,5.86,91
1008,farm06,20181012,12,582.935,99.4645833,20.2008333,1585,10,2.22,5.74,93
1008,farm06,20181013,12,584.5904167,99.5745833,19.5504167,1528,9,2.23,5.67,92
1008,farm06,20181014,12,589.9404167,99.5929167,19.6975,1552,10,2.45,5.66,85
1008,farm06,20181015,12,591.6741667,99.4579167,18.81375,783,12,2.75,5.35,72
1012,farm06,20181015,13,591.6741667,99.4579167,18.81375,783,12,2.75,5.35,72
1012,farm06,20181016,13,579.8429167,99.4175,19.7229167,927,12,2.64,5.43,70
1012,farm06,20181017,13,586.0304167,99.4770833,19.95625,1523,8,2.24,5.75,93
1012,farm06,20181018,13,590.8708333,99.5675,19.4375,1450,10,2.25,5.68,92
1012,farm06,20181019,13,583.8625,99.3416667,19.1491667,230,12,2.74,5.48,61
1012,farm06,20181020,13,556.7625,99.4579167,18.9725,1216,14,2.79,5.51,79
1012,farm06,20181021,13,567.3595833,99.51125,20.13375,1317,15,2.83,5.52,79
1013,farm06,20181015,13,591.6741667,99.4579167,18.81375,783,12,2.75,5.35,72
1013,farm06,20181016,13,579.8429167,99.4175,19.7229167,927,12,2.64,5.43,70
1013,farm06,20181017,13,586.0304167,99.4770833,19.95625,1523,8,2.24,5.75,93
1013,farm06,20181018,13,590.8708333,99.5675,19.4375,1450,10,2.25,5.68,92
1013,farm06,20181019,13,583.8625,99.3416667,19.1491667,230,12,2.74,5.48,61
1013,farm06,20181020,13,556.7625,99.4579167,18.9725,1216,14,2.79,5.51,79
1013,farm06,20181021,13,567.3595833,99.51125,20.13375,1317,15,2.83,5.52,79
1017,farm06,20181023,14,595.6125,99.45375,18.1033333,1242,14,2.78,5.51,80
1017,farm06,20181024,14,597.9325,99.4845833,17.6820833,936,12,2.63,5.47,75
1017,farm06,20181025,14,598.7679167,99.5020833,17.9179167,1406,11,2.87,5.53,96
1017,farm06,20181026,14,596.6304167,99.5345833,19.3254167,1371,12,2.87,5.53,100
1017,farm06,20181027,14,605.935,99.50375,18.9491667,1170,12,2.8,5.54,132
1017,farm06,20181028,14,610.0770833,99.4183333,19.4645833,1327,12,2.83,5.51,93
1017,farm06,20181029,14,613.55375,99.5266667,19.3704167,1264,11,2.88,5.52,99
1018,farm06,20181023,14,595.6125,99.45375,18.1033333,1242,14,2.78,5.51,80
1018,farm06,20181024,14,597.9325,99.4845833,17.6820833,936,12,2.63,5.47,75
1018,farm06,20181025,14,598.7679167,99.5020833,17.9179167,1406,11,2.87,5.53,96
1018,farm06,20181026,14,596.6304167,99.5345833,19.3254167,1371,12,2.87,5.53,100
1018,farm06,20181027,14,605.935,99.50375,18.9491667,1170,12,2.8,5.54,132
1018,farm06,20181028,14,610.0770833,99.4183333,19.4645833,1327,12,2.83,5.51,93
1018,farm06,20181029,14,613.55375,99.5266667,19.3704167,1264,11,2.88,5.52,99
1019,farm06,20181023,14,595.6125,99.45375,18.1033333,1242,14,2.78,5.51,80
1019,farm06,20181024,14,597.9325,99.4845833,17.6820833,936,12,2.63,5.47,75
1019,farm06,20181025,14,598.7679167,99.5020833,17.9179167,1406,11,2.87,5.53,96
1019,farm06,20181026,14,596.6304167,99.5345833,19.3254167,1371,12,2.87,5.53,100
1019,farm06,20181027,14,605.935,99.50375,18.9491667,1170,12,2.8,5.54,132
1019,farm06,20181028,14,610.0770833,99.4183333,19.4645833,1327,12,2.83,5.51,93
1019,farm06,20181029,14,613.55375,99.5266667,19.3704167,1264,11,2.88,5.52,99
1020,farm06,20181029,15,613.55375,99.5266667,19.3704167,1264,11,2.88,5.52,99
1020,farm06,20181030,15,644.2104167,99.4904167,19.59625,1154,12,2.86,5.52,127
1020,farm06,20181031,15,669.1095833,99.4179167,18.8604167,445,10,2.76,4.86,124
1020,farm06,20181101,15,647.5916667,99.3433333,18.6525,85,9,2.77,5.02,129
1020,farm06,20181102,15,584.6229167,99.4341667,17.6616667,693,9,2.71,5.11,107
1020,farm06,20181103,15,601.6795833,99.4670833,18.0458333,1141,10,2.83,5.53,70
1020,farm06,20181104,15,625.56125,99.48,16.9754167,530,9,2.78,5.31,125
1022,farm06,20181029,15,613.55375,99.5266667,19.3704167,1264,11,2.88,5.52,99
1022,farm06,20181030,15,644.2104167,99.4904167,19.59625,1154,12,2.86,5.52,127
1022,farm06,20181031,15,669.1095833,99.4179167,18.8604167,445,10,2.76,4.86,124
1022,farm06,20181101,15,647.5916667,99.3433333,18.6525,85,9,2.77,5.02,129
1022,farm06,20181102,15,584.6229167,99.4341667,17.6616667,693,9,2.71,5.11,107
1022,farm06,20181103,15,601.6795833,99.4670833,18.0458333,1141,10,2.83,5.53,70
1022,farm06,20181104,15,625.56125,99.48,16.9754167,530,9,2.78,5.31,125
1023,farm06,20181029,15,613.55375,99.5266667,19.3704167,1264,11,2.88,5.52,99
1023,farm06,20181030,15,644.2104167,99.4904167,19.59625,1154,12,2.86,5.52,127
1023,farm06,20181031,15,669.1095833,99.4179167,18.8604167,445,10,2.76,4.86,124
1023,farm06,20181101,15,647.5916667,99.3433333,18.6525,85,9,2.77,5.02,129
1023,farm06,20181102,15,584.6229167,99.4341667,17.6616667,693,9,2.71,5.11,107
1023,farm06,20181103,15,601.6795833,99.4670833,18.0458333,1141,10,2.83,5.53,70
1023,farm06,20181104,15,625.56125,99.48,16.9754167,530,9,2.78,5.31,125
1024,farm06,20181104,15,625.56125,99.48,16.9754167,530,9,2.78,5.31,125
1024,farm06,20181105,15,615.0875,99.5116667,16.92375,1189,12,2.85,5.55,124
1024,farm06,20181106,15,609.3070833,99.5004167,16.5125,1112,10,2.81,5.54,41
1024,farm06,20181107,15,623.0270833,99.5404167,17.3666667,1183,11,2.87,5.5,109
1024,farm06,20181108,15,634.2529167,99.5475,17.3191667,1092,10,2.82,5.54,66
1024,farm06,20181109,15,657.04125,99.4829167,15.82625,326,9,2.73,5.44,115
1024,farm06,20181110,15,610.4925,99.5616667,15.2404167,1264,12,2.84,5.53,99
1025,farm06,20181104,15,625.56125,99.48,16.9754167,530,9,2.78,5.31,125
1025,farm06,20181105,15,615.0875,99.5116667,16.92375,1189,12,2.85,5.55,124
1025,farm06,20181106,15,609.3070833,99.5004167,16.5125,1112,10,2.81,5.54,41
1025,farm06,20181107,15,623.0270833,99.5404167,17.3666667,1183,11,2.87,5.5,109
1025,farm06,20181108,15,634.2529167,99.5475,17.3191667,1092,10,2.82,5.54,66
1025,farm06,20181109,15,657.04125,99.4829167,15.82625,326,9,2.73,5.44,115
1025,farm06,20181110,15,610.4925,99.5616667,15.2404167,1264,12,2.84,5.53,99
1028,farm06,20181113,17,613.2329167,99.4716667,16.3091667,1119,10,2.87,5.53,55
1028,farm06,20181114,17,650.3391667,99.4308333,15.6504167,499,10,2.79,5.36,110
1028,farm06,20181115,17,592.1641667,99.6525,14.6829167,1175,12,2.83,5.54,132
1028,farm06,20181116,17,639.1966667,99.4975,16.52375,1022,7,2.81,5.54,101
1028,farm06,20181117,17,758.7716667,99.4245833,16.0225,311,10,2.76,5.41,122
1028,farm06,20181118,17,889.4679167,99.53875,16.4995833,718,9,2.72,5.36,120
1028,farm06,20181119,17,834.8304167,99.4466667,16.86625,963,7,2.84,5.54,107
1029,farm06,20181113,17,613.2329167,99.4716667,16.3091667,1119,10,2.87,5.53,55
1029,farm06,20181114,17,650.3391667,99.4308333,15.6504167,499,10,2.79,5.36,110
1029,farm06,20181115,17,592.1641667,99.6525,14.6829167,1175,12,2.83,5.54,132
1029,farm06,20181116,17,639.1966667,99.4975,16.52375,1022,7,2.81,5.54,101
1029,farm06,20181117,17,758.7716667,99.4245833,16.0225,311,10,2.76,5.41,122
1029,farm06,20181118,17,889.4679167,99.53875,16.4995833,718,9,2.72,5.36,120
1029,farm06,20181119,17,834.8304167,99.4466667,16.86625,963,7,2.84,5.54,107
1032,farm06,20181120,18,672.70375,99.5020833,16.52125,894,10,2.78,4.92,108
1032,farm06,20181121,18,695.3783333,99.54625,15.0320833,776,10,2.75,4.98,108
1032,farm06,20181122,18,690.19375,99.44,16.7608333,781,9,2.74,5.01,125
1032,farm06,20181123,18,661.8304167,99.4558333,16.7566667,937,10,2.74,5.11,116
1032,farm06,20181124,18,631.4091667,99.5033333,14.7154167,590,9,2.71,4.88,129
1032,farm06,20181125,18,697.9325,99.4420833,16.8625,853,9,2.78,5.11,133
1032,farm06,20181126,18,747.04125,99.3620833,18.51125,248,10,2.79,4.87,116
1034,farm06,20181120,18,672.70375,99.5020833,16.52125,894,10,2.78,4.92,108
1034,farm06,20181121,18,695.3783333,99.54625,15.0320833,776,10,2.75,4.98,108
1034,farm06,20181122,18,690.19375,99.44,16.7608333,781,9,2.74,5.01,125
1034,farm06,20181123,18,661.8304167,99.4558333,16.7566667,937,10,2.74,5.11,116
1034,farm06,20181124,18,631.4091667,99.5033333,14.7154167,590,9,2.71,4.88,129
1034,farm06,20181125,18,697.9325,99.4420833,16.8625,853,9,2.78,5.11,133
1034,farm06,20181126,18,747.04125,99.3620833,18.51125,248,10,2.79,4.87,116
1035,farm06,20181120,18,672.70375,99.5020833,16.52125,894,10,2.78,4.92,108
1035,farm06,20181121,18,695.3783333,99.54625,15.0320833,776,10,2.75,4.98,108
1035,farm06,20181122,18,690.19375,99.44,16.7608333,781,9,2.74,5.01,125
1035,farm06,20181123,18,661.8304167,99.4558333,16.7566667,937,10,2.74,5.11,116
1035,farm06,20181124,18,631.4091667,99.5033333,14.7154167,590,9,2.71,4.88,129
1035,farm06,20181125,18,697.9325,99.4420833,16.8625,853,9,2.78,5.11,133
1035,farm06,20181126,18,747.04125,99.3620833,18.51125,248,10,2.79,4.87,116
1036,farm06,20181204,20,761.0095833,99.5425,13.0216667,204,10,2.73,5.15,133
1036,farm06,20181205,20,700.5920833,99.5245833,14.4145833,916,10,2.77,4.92,118
1036,farm06,20181206,20,719.27125,99.4716667,14.7075,622,9,2.73,5.27,129
1036,farm06,20181207,20,696.05875,99.5208333,15.04625,988,7,2.82,5.51,102
1036,farm06,20181208,20,762.2920833,99.48875,16.46,983,8,2.83,5.54,106
1036,farm06,20181209,20,760.7766667,99.5408333,14.09875,391,9,2.77,4.99,133
1036,farm06,20181210,20,739.57,99.4783333,14.8154167,689,9,2.75,5.01,121
1037,farm06,20181204,20,761.0095833,99.5425,13.0216667,204,10,2.73,5.15,133
1037,farm06,20181205,20,700.5920833,99.5245833,14.4145833,916,10,2.77,4.92,118
1037,farm06,20181206,20,719.27125,99.4716667,14.7075,622,9,2.73,5.27,129
1037,farm06,20181207,20,696.05875,99.5208333,15.04625,988,7,2.82,5.51,102
1037,farm06,20181208,20,762.2920833,99.48875,16.46,983,8,2.83,5.54,106
1037,farm06,20181209,20,760.7766667,99.5408333,14.09875,391,9,2.77,4.99,133
1037,farm06,20181210,20,739.57,99.4783333,14.8154167,689,9,2.75,5.01,121
1038,farm06,20181204,20,761.0095833,99.5425,13.0216667,204,10,2.73,5.15,133
1038,farm06,20181205,20,700.5920833,99.5245833,14.4145833,916,10,2.77,4.92,118
1038,farm06,20181206,20,719.27125,99.4716667,14.7075,622,9,2.73,5.27,129
1038,farm06,20181207,20,696.05875,99.5208333,15.04625,988,7,2.82,5.51,102
1038,farm06,20181208,20,762.2920833,99.48875,16.46,983,8,2.83,5.54,106
1038,farm06,20181209,20,760.7766667,99.5408333,14.09875,391,9,2.77,4.99,133
1038,farm06,20181210,20,739.57,99.4783333,14.8154167,689,9,2.75,5.01,121
1039,farm06,20181204,20,761.0095833,99.5425,13.0216667,204,10,2.73,5.15,133
1039,farm06,20181205,20,700.5920833,99.5245833,14.4145833,916,10,2.77,4.92,118
1039,farm06,20181206,20,719.27125,99.4716667,14.7075,622,9,2.73,5.27,129
1039,farm06,20181207,20,696.05875,99.5208333,15.04625,988,7,2.82,5.51,102
1039,farm06,20181208,20,762.2920833,99.48875,16.46,983,8,2.83,5.54,106
1039,farm06,20181209,20,760.7766667,99.5408333,14.09875,391,9,2.77,4.99,133
1039,farm06,20181210,20,739.57,99.4783333,14.8154167,689,9,2.75,5.01,121
1040,farm06,20181220,22,694.22875,99.5825,14.1204167,1045,7,2.85,5.51,131
1040,farm06,20181221,22,725.2254167,99.54125,13.92625,829,10,2.7,5.37,131
1040,farm06,20181222,22,699.625,99.5104167,15.4245833,989,7,2.82,5.52,110
